Rank;Name;Platform;Year;Genre;Publisher;NA_Sales;EU_Sales;JP_Sales;Other_Sales;Global_Sales
15729;Revolution: 25th Anniversary Collection;PC;2016;Adventure;Koch Media;0;2;0;0;2
15759;Turbo: Super Stunt Squad;Wii;2013;Sports;D3Publisher;0;2;0;0;2
15766;Divinity: Original Sin;PC;2014;Role-Playing;Focus Home Interactive;0;2;0;0;2
15799;NHL 16;X360;2015;Sports;Electronic Arts;0;2;0;0;2
15812;WRC 5: FIA World Rally Championship;X360;2015;Sports;Bigben Interactive;0;2;0;0;2
15984;Coven and Labyrinth of Refrain;PSV;2016;Action;Nippon Ichi Software;0;0;1;0;1
15985;Super Battle For Money Sentouchuu: Kyuukyoku no Shinobu to Battle Player Choujou Kessen!;3DS;2016;Action;Namco Bandai Games;0;0;1;0;1
15986;Dragon Zakura DS;DS;2007;Misc;Electronic Arts;0;0;1;0;1
15987;Chameleon: To Dye For!;DS;2006;Puzzle;505 Games;1;0;0;0;1
15989;Sora no Otoshimono: DokiDoki Summer Vacation;PSP;2010;Adventure;Kadokawa Shoten;0;0;1;0;1
15990;Blackthorne;GBA;2003;Action;Activision;1;0;0;0;1
15992;DokuSui: DokiDoki Suikoden;PSP;2011;Role-Playing;Irem Software Engineering;0;0;1;0;1
15993;Shinseiki Evangelion: Battle Orchestra Portable;PSP;2009;Fighting;Broccoli;0;0;1;0;1
15995;Bomberman (jp sales);PSP;2006;Puzzle;Konami Digital Entertainment;0;0;1;0;1
15996;Blazblue: Continuum Shift Extend;PSP;2012;Fighting;Arc System Works;0;0;1;0;1
15997;S.Y.K: Shinsetsu Saiyuuki;PS2;2009;Adventure;Idea Factory;0;0;1;0;1
16000;Black Cat;PS2;2006;Action;Capcom;0;0;1;0;1
16001;One Piece: Daikaizoku Coliseum;3DS;2016;Fighting;Namco Bandai Games;0;0;1;0;1
16002;Mortal Kombat;PC;1994;Fighting;Acclaim Entertainment;1;0;0;0;1
16003;Smart Kid's Mega Game Mix;DS;2009;Misc;UFO Interactive;1;0;0;0;1
16004;Diary Girl;DS;2008;Misc;Konami Digital Entertainment;1;0;0;0;1
16005;Red Stone DS: Akaki Ishi ni Michibikareshi Monotachi;DS;2011;Role-Playing;Unknown;0;0;1;0;1
16007;Wand of Fortune: Mirai e no Prologue Portable;PSP;2010;Adventure;Idea Factory;0;0;1;0;1
16008;Sengoku Hime: Senran ni Mau Otometachi;PSP;2009;Adventure;Yeti;0;0;1;0;1
16009;Secret Game Portable;PSP;2010;Adventure;Yeti;0;0;1;0;1
16010;Demon Gaze 2;PSV;2014;Role-Playing;Experience Inc.;0;0;1;0;1
16012;Kimi no Yuusha;DS;2008;Role-Playing;SNK Playmore;0;0;1;0;1
16014;Tom Clancy's  Ghost Recon Advanced Warfighter (weekly JP sales);X360;2006;Shooter;Ubisoft;0;0;1;0;1
16015;UEFA Champions League 2006-2007;PSP;2007;Sports;Electronic Arts;1;0;0;0;1
16017;Nobunaga no Yabou Online: Houou no Shou;PS3;2012;Strategy;Ackkstudios;0;0;1;0;1
16018;Rise of Flight: Iron Cross Edition;PC;2010;Simulation;Aerosoft;1;0;0;0;1
16019;Cosmetic Paradise: Make no Kiseki;DS;2008;Misc;Global A Entertainment;0;0;1;0;1
16021;Nobunaga no Yabou DS;DS;2006;Strategy;Tecmo Koei;0;0;1;0;1
16022;God Eater Off Shot: Soma Shikkuzaru-hen Twin Pack & Animation Vol.4;PS4;2016;Action;Namco Bandai Games;0;0;1;0;1
16023;Uppers;PSV;2016;Action;Marvelous Entertainment;0;0;1;0;1
16024;Wand of Fortune Portable;PSP;2010;Adventure;Idea Factory;0;0;1;0;1
16025;Wiffle Ball Advance;DS;2007;Sports;Zoo Digital Publishing;1;0;0;0;1
16026;Rengoku II: The Stairway to H.E.A.V.E.N. (jp sales);PSP;2006;Action;Konami Digital Entertainment;0;0;1;0;1
16027;Simple DS Series Vol. 14: The Jidousha Kyoushuujo DS;DS;2007;Misc;D3Publisher;0;0;1;0;1
16029;Ten Pin Alley 2;GBA;2004;Sports;XS Games;1;0;0;0;1
16030;Himawari: Pebble in the Sky Portable;PSP;2010;Adventure;Kadokawa Shoten;0;0;1;0;1
16031;Wand of Fortune R;PSV;2016;Adventure;Idea Factory;0;0;1;0;1
16032;Katekyoo Hitman Reborn Nerae!? Ring x Bongole Returns;PS2;2008;Adventure;Marvelous Interactive;0;0;1;0;1
16034;Kono Aozora ni Yakusoku o: Tenohira no Rakuen;PSP;2009;Adventure;TGL;0;0;1;0;1
16035;Shinobi Koutsutsu;PSP;2014;Adventure;Idea Factory;0;0;1;0;1
16036;NiGHTS into dreams...;PS2;2008;Platform;Sega;0;0;1;0;1
16038;Kaitou Rousseau;DS;2006;Action;Namco Bandai Games;0;0;1;0;1
16039;Utawarerumono: Futari no Hakuoro;PS3;2016;Misc;Aqua Plus;0;0;1;0;1
16042;GunParade Orchestra: Ao no Shou;PS2;2006;Adventure;Sony Computer Entertainment;0;0;1;0;1
16044;Puyo Pop Fever;GC;2004;Puzzle;Sega;1;0;0;0;1
16045;Wizardry XTH: Unlimited Students;PS2;2006;Role-Playing;Michaelsoft;0;0;1;0;1
16047;Instant Brain;X360;2011;Adventure;Cave;0;0;1;0;1
16048;Guitar Hero III: Legends of Rock;PC;2007;Misc;Aspyr;1;0;0;0;1
16051;God Eater Off Shot:Shiou-hen Twin Pack & Animation Vol.5;PS4;2016;Misc;Namco Bandai Games;0;0;1;0;1
16052;Abunai: Koi no Sousa Shitsu;PSP;2012;Action;Quinrose;0;0;1;0;1
16055;SoulLink Extension;PS2;2006;Adventure;Interchannel;0;0;1;0;1
16057;Samurai Shodown Anthology (JP sales);PS2;2008;Fighting;Ignition Entertainment;0;0;1;0;1
16058;Winning Post 7 Maximum 2008;PS2;2008;Sports;Tecmo Koei;0;0;1;0;1
16059;Sangoku Koi Senki: Otome no Heihou!;PS2;2011;Adventure;Prototype;0;0;1;0;1
16066;Super Robot Taisen XO;X360;2006;Strategy;Banpresto;0;0;1;0;1
16067;Kaitou Joker: Toki o Koeru Kaitou to Ushinawareta Houseki;3DS;2015;Action;Namco Bandai Games;0;0;1;0;1
16069;Pachitte Chonmage Tatsujin 16: Pachinko Hissatsu Shigotojin III;PS2;2010;Misc;Hackberry;0;0;1;0;1
16071;Mortal Kombat: Tournament Edition;GBA;2003;Fighting;Midway Games;1;0;0;0;1
16072;SeaWorld Adventure Parks: Shamu's Deep Sea Adventure;XB;2005;Adventure;Activision;1;0;0;0;1
16073;East India Company;PC;2009;Strategy;Paradox Interactive;1;0;0;0;1
16074;World Poker Tour;GBA;2005;Misc;Take-Two Interactive;1;0;0;0;1
16075;Sousaku Alice to Oujisama!;3DS;2015;Simulation;Happinet;0;0;1;0;1
16076;Empire Deluxe;PC;1992;Strategy;New World Computing;1;0;0;0;1
16077;Umihara Kawase Jun: Second Edition Kanzenban;DS;2009;Puzzle;Genterprise;0;0;1;0;1
16078;Infinite Stratos 2: Love and Purge;PSV;2015;Action;5pb;0;0;1;0;1
16079;Fab 5 Soccer;DS;2008;Sports;Destineer;1;0;0;0;1
16080;Destiny Links;DS;2009;Role-Playing;Namco Bandai Games;0;0;1;0;1
16081;Best Of Tests;DS;2008;Puzzle;Conspiracy Entertainment;1;0;0;0;1
16082;Egg Mania: Eggstreme Madness;XB;2002;Puzzle;Kemco;1;0;0;0;1
16085;Sakura Sakura: Haru Urara;PSP;2010;Adventure;GN Software;0;0;1;0;1
16086;Uta no * Prince-Sama: Sweet Serenade;PSP;2011;Adventure;Broccoli;0;0;1;0;1
16087;The Legend of Heroes: Trails in the Sky Third Chapter;PS3;2013;Role-Playing;Falcom Corporation;0;0;1;0;1
16088;Road Trip: Shifting Gears;GBA;2002;Racing;Zoo Digital Publishing;1;0;0;0;1
16090;Major Dream: Major Wii Nagero! Gyroball!!;Wii;2008;Sports;Takara Tomy;0;0;1;0;1
16091;Hiiro no Kakera: Shin Tamayori Hime Denshou;PS2;2009;Adventure;Idea Factory;0;0;1;0;1
16092;Datenshi no Amai Yuuwaku x Kaikan Phrase;DS;2010;Adventure;FuRyu;0;0;1;0;1
16093;Honda ATV Fever;DS;2010;Racing;Storm City Games;1;0;0;0;1
16094;Grooverider: Slot Car Thunder;XB;2003;Racing;Encore;1;0;0;0;1
16097;Bakumatsu Koihana: Shinsengumi DS;DS;2008;Adventure;D3Publisher;0;0;1;0;1
16098;Resident Evil 5 HD;PS4;2016;Action;Capcom;1;0;0;0;1
16099;Miyako: Awayuki no Utage;PSP;2012;Action;Idea Factory;0;0;1;0;1
16100;Super PickUps;Wii;2009;Racing;XS Games;1;0;0;0;1
16102;Rewrite;PSV;2014;Adventure;Prototype;0;0;1;0;1
16103;Konami Classics Vol. 2;X360;2009;Misc;Konami Digital Entertainment;1;0;0;0;1
16104;Aeon Flux;XB;2005;Action;THQ;1;0;0;0;1
16105;Tobidase! Kagaku-kun Chikyuu Daitanken! Nazo no Chinkai Seibutsu ni Idome!;DS;2011;Misc;Namco Bandai Games;0;0;1;0;1
16106;Kana: Imouto;PSP;2010;Adventure;CyberFront;0;0;1;0;1
16108;Rock N' Roll Racing;SNES;1993;Racing;Interplay;0;0;1;0;1
16109;Higurashi no Naku Koro ni Iki;PS3;2015;Action;Kaga Create;0;0;1;0;1
16110;Marginal #4: Idol of Supernova;PSV;2014;Adventure;Idea Factory;0;0;1;0;1
16111;Nodame Cantabile;PS2;2007;Misc;Banpresto;0;0;1;0;1
16113;DoDonPachi Saidaioujou;X360;2013;Shooter;Cave;0;0;1;0;1
16114;Last Escort: Club Katze;PS2;2010;Adventure;D3Publisher;0;0;1;0;1
16115;1/2 Summer +;PSP;2013;Adventure;Kaga Create;0;0;1;0;1
16116;Winning Post 7 Maximum 2008;PS3;2008;Sports;Tecmo Koei;0;0;1;0;1
16117;Psycho-Pass;XOne;2014;Adventure;5pb;0;0;1;0;1
16119;Tears to Tiara: Kakan no Daichi Portable;PSP;2010;Adventure;Aqua Plus;0;0;1;0;1
16120;Games Around the World;DS;2010;Misc;Zoo Games;1;0;0;0;1
16122;Hitotsu Tobashi Renai V;PSV;2015;Adventure;Kaga Create;0;0;1;0;1
16123;Ninja Gaiden Sigma 2;PSV;2013;Action;Tecmo Koei;0;0;1;0;1
16128;Tantei Jinguuji Saburo DS: Fuserareta Shinjitsu;DS;2009;Adventure;Arc System Works;0;0;1;0;1
16129;Monster Rancher Advance 2;GBA;2002;Simulation;Tecmo Koei;1;0;0;0;1
16131;Voodoo Chronicles: First Sign;PC;2011;Adventure;ValuSoft;1;0;0;0;1
16132;Umineko no Naku Koro ni Portable 1;PSP;2011;Adventure;Alchemist;0;0;1;0;1
16133;Dr. Slump & Arale-Chan;DS;2008;Adventure;Namco Bandai Games;0;0;1;0;1
16134;Geten no Hana: Yume Akari;PSP;2014;Misc;Tecmo Koei;0;0;1;0;1
16135;Festa!! Hyper Girls Party;PS2;2006;Adventure;KID;0;0;1;0;1
16136;Collar x Malice;PSV;2016;Action;Idea Factory;0;0;1;0;1
16137;Kikiite Hajimaru: Eigo Kaiwa Training - KikiTore;DS;2008;Misc;Benesse;0;0;1;0;1
16139;Dragon's Dogma Online: Season 2;PS4;2016;Action;Capcom;0;0;1;0;1
16140;Game Book DS: Sword World 2.0;DS;2009;Role-Playing;Broccoli;0;0;1;0;1
16141;WTA Tour Tennis;XB;2002;Sports;Konami Digital Entertainment;1;0;0;0;1
16142;Norn + Nonette: Last Era;PSV;2015;Action;Idea Factory;0;0;1;0;1
16144;Furious Karting;XB;2003;Racing;Atari;1;0;0;0;1
16147;Pet Shop Monogatari DS 2;DS;2010;Simulation;Taito;0;0;1;0;1
16149;Fuuraiki 3;PSV;2015;Action;Unknown;0;0;1;0;1
16150;Chokkan! Asonde Relaxuma;DS;2008;Action;Rocket Company;0;0;1;0;1
16060;PDC World Championship Darts 2008;PSP;N/A;Sports;Oxygen Interactive;1;0;0;0;1
16061;WRC: FIA World Rally Championship;PC;N/A;Racing;Black Bean Games;0;1;0;0;1
16152;Minna no Conveni;DS;2010;Simulation;Taito;0;0;1;0;1
16153;Accel World: Kasoku no Chouten;PSP;2013;Adventure;Namco Bandai Games;0;0;1;0;1
16154;SoulCalibur Legends (JP sales);Wii;2007;Action;Namco Bandai Games;0;0;1;0;1
16155;Izumo 2;PS2;2006;Adventure;GN Software;0;0;1;0;1
16156;Entaku no Seito: Students of Round;X360;2011;Role-Playing;ChunSoft;0;0;1;0;1
16068;Aquaman: Battle for Atlantis;XB;N/A;Action;Unknown;1;0;0;0;1
16158;Isshoni Gohan. Portable;PSP;2013;Adventure;Boost On;0;0;1;0;1
16159;PC Engine Best Collention: Ginga Ojousama Densetsu Collection;PSP;2008;Adventure;Hudson Soft;0;0;1;0;1
16160;King of Fighters 2002: Unlimited Match Tougeki Ver.;PS2;2010;Fighting;SNK Playmore;0;0;1;0;1
16161;Monkey Madness: Island Escape;DS;2010;Action;Storm City Games;1;0;0;0;1
16162;Malice;XB;2004;Platform;Evolved Games;1;0;0;0;1
16163;Raven Squad: Operation Hidden Dagger;PC;2009;Shooter;Evolved Games;1;0;0;0;1
16164;htoL#NiQ: The Firefly Diary;PSV;2014;Platform;Nippon Ichi Software;0;0;1;0;1
16167;Rosario to Vampire: Tanabata no Miss Youkai Gakuen;DS;2008;Adventure;Capcom;0;0;1;0;1
16168;Ouka Sengoku Portable;PSP;2012;Adventure;Alchemist;0;0;1;0;1
16169;Smiley World: Island Challenge;DS;2009;Puzzle;Zoo Digital Publishing;1;0;0;0;1
16171;Wallace & Gromit: Curse of the Were-Rabbit;XB;2005;Adventure;Konami Digital Entertainment;1;0;0;0;1
16172;Hanayamata: Yosakoi Live;PSV;2014;Adventure;Namco Bandai Games;0;0;1;0;1
16173;Shepherd's Crossing;PSP;2009;Simulation;Success;0;0;1;0;1
16176;Tactics Layer: Ritina Guard Senki;DS;2009;Strategy;D3Publisher;0;0;1;0;1
16179;San-X Character Channel: All-Star Daishuugou!;DS;2008;Action;MTO;0;0;1;0;1
16182;Sega Golf Club: Miyazato San Kyoudai Naizou;PS3;2006;Sports;Sega;0;0;1;0;1
16183;Rozen Maiden: Gebetgarten;PS2;2007;Fighting;Taito;0;0;1;0;1
16185;Princess Arthur;PSP;2013;Misc;Idea Factory;0;0;1;0;1
16186;Sakura-Sou no Pet na Kanojo;PSP;2013;Adventure;Kadokawa Games;0;0;1;0;1
16187;Fatal Fury: Battle Archives Volume 2 (JP sales);PS2;2007;Fighting;SNK Playmore;0;0;1;0;1
16188;Tantei Jinguuji Saburo: Hai to Diamond;PSP;2009;Adventure;Arc System Works;0;0;1;0;1
16191;Toro to Morimori;PS3;2009;Misc;Sony Computer Entertainment;0;0;1;0;1
16193;Satisfashion;Wii;2010;Misc;Destineer;1;0;0;0;1
16195;Metal Slug Anthology;PS2;2007;Shooter;Ignition Entertainment;0;0;1;0;1
16199;Rave Master: Special Attack Force!;GBA;2002;Fighting;Konami Digital Entertainment;1;0;0;0;1
16200;Simple 2000 Series Vol. 120: The Saigo no Nippon Tsuwamono;PS2;2007;Strategy;D3Publisher;0;0;1;0;1
16202;Casper;GBA;2002;Adventure;Microids;1;0;0;0;1
16203;Hyakka Yakou;PSV;2015;Action;Unknown;0;0;1;0;1
16204;Adventure Time: The Secret of the Nameless;X360;2014;Adventure;Little Orbit;1;0;0;0;1
16205;Hakuoki: Reimeiroku DS;DS;2012;Action;Idea Factory;0;0;1;0;1
16206;Shin Hayarigami 2;PSV;2016;Adventure;Nippon Ichi Software;0;0;1;0;1
16207;Ro-Kyu-Bu! Secret Photo Op;PSV;2014;Adventure;Kadokawa Games;0;0;1;0;1
16208;Caladrius;X360;2013;Shooter;Moss;0;0;1;0;1
16210;Duel Love: Koisuru Otome wa Shouri no Megami;DS;2008;Adventure;Namco Bandai Games;0;0;1;0;1
16211;Super Robot Monkey Team: Game Boy Advance Video Volume 1;GBA;2005;Misc;N/A;1;0;0;0;1
16212;Freekstyle;GBA;2003;Racing;Zoo Digital Publishing;1;0;0;0;1
16213;Groovin' Blocks;Wii;2009;Puzzle;Zoo Games;1;0;0;0;1
16214;Tomoyo After: It's a Wonderful Life CS Edition;PS2;2007;Adventure;Prototype;0;0;1;0;1
16216;Aa Megami-samaa;PS2;2007;Adventure;Marvelous Interactive;0;0;1;0;1
16217;Bunmei Kaika: Aoiza Ibunroku Saien;PSP;2012;Action;FuRyu;0;0;1;0;1
16219;Bakumatsu Rock;PSP;2014;Action;Marvelous Entertainment;0;0;1;0;1
16220;Far East of Eden II: Manji Maru;DS;2006;Role-Playing;Hudson Soft;0;0;1;0;1
16221;Family Jockey;Wii;2008;Sports;Namco Bandai Games;0;0;1;0;1
16222;Thunder Alley;GBA;2004;Racing;XS Games;1;0;0;0;1
16223;Dynasty Warriors: Eiketsuden;PS4;2016;Action;Tecmo Koei;0;0;1;0;1
16224;Spider-Man: Friend or Foe;PC;2007;Action;Activision;1;0;0;0;1
16226;Nyaruko-San: Nafushigatai Game no You na Mono;PSV;2013;Adventure;5pb;0;0;1;0;1
16227;New Interpretation Stranger of Sword City;PSV;2016;Role-Playing;Experience Inc.;0;0;1;0;1
16228;Soshite Kono Uchuu ni Kirameku Kimi no Shi XXX;PS2;2007;Adventure;Datam Polystar;0;0;1;0;1
16229;Victory Spike;PS;1996;Sports;Imagineer;0;0;1;0;1
16230;Sengoku Basara 2 Heroes;Wii;2007;Action;Capcom;0;0;1;0;1
16231;Double Sequence: The Q-Virus Invasion;DS;2008;Puzzle;Zoo Digital Publishing;1;0;0;0;1
16233;Hi Hi Puffy AmiYumi: The Genie & the Amp;DS;2006;Action;D3Publisher;1;0;0;0;1
16234;Densetsu no Yuusha no Densetsu: Legendary Saga;PSP;2010;Role-Playing;Kadokawa Shoten;0;0;1;0;1
16235;Zero no Tsukaima: Maigo no Period to Ikusen no Symphony;PS2;2008;Adventure;Marvelous Interactive;0;0;1;0;1
16236;Marvel: Ultimate Alliance;PC;2006;Role-Playing;Activision;1;0;0;0;1
16238;Shitsuji ga Aruji o Erabu Toki;PSV;2016;Adventure;Unknown;0;0;1;0;1
16240;Hiiro no Kakera: Shin Tamayori Hime Denshou Portable;PSP;2010;Adventure;Idea Factory;0;0;1;0;1
16241;Kao the Kangaroo;GBA;2001;Platform;Titus;1;0;0;0;1
16242;Builder's Block;PS;1999;Strategy;EON Digital Entertainment;1;0;0;0;1
16243;Seisou no Amazones;3DS;2013;Role-Playing;Arc System Works;0;0;1;0;1
16244;Phantasy Star Online 2 Episode 4: Deluxe Package;PSV;2017;Role-Playing;Sega;0;0;1;0;1
16245;F.E.A.R. Perseus Mandate;PC;2007;Shooter;Vivendi Games;1;0;0;0;1
16246;Mahjong Taikai IV;PS3;2006;Misc;Tecmo Koei;0;0;1;0;1
16250;Ultraman Fighting Evolution 0;PSP;2006;Fighting;Banpresto;0;0;1;0;1
16251;Gokuhou!! Mecha Mote Iinchou: Girls Motekawa Box;DS;2009;Simulation;Konami Digital Entertainment;0;0;1;0;1
16252;Aquaman: Battle for Atlantis;GC;2003;Action;TDK Mediactive;1;0;0;0;1
16253;Strider (2014);PS3;2014;Platform;Capcom;0;0;1;0;1
16254;Jinsei Game Q DS: Shouwa no Dekigoto;DS;2007;Misc;Takara Tomy;0;0;1;0;1
16256;Doraemon Wii: Himitsu Douguou Ketteisen!;Wii;2007;Misc;Sega;0;0;1;0;1
16257;Goku Makaimura Kai;PSP;2007;Platform;Capcom;0;0;1;0;1
16258;No Fate! Only the Power of Will;X360;2010;Adventure;Alchemist;0;0;1;0;1
16260;Makai Senki Disgaea 3 Append Disc: Raspberyl-hen Hajime Mashita;PS3;2009;Role-Playing;Nippon Ichi Software;0;0;1;0;1
16262;Simple DS Series Vol. 41: The Bakudan Shori-Han;DS;2008;Action;D3Publisher;0;0;1;0;1
16263;Paragon;PS4;2016;Action;Epic Games;1;0;0;0;1
16264;Naxat Soft Reachmania Vol. 1: CR Galaxy Angel;PS2;2008;Misc;Naxat Soft;0;0;1;0;1
16266;Mamoru-kun wa Norowarete Shimatta!;X360;2009;Shooter;G.Rev;0;0;1;0;1
16267;Sengoku Hime 2 Arashi: Hyakubana Senran Tatsukaze no Gotoku;PSP;2010;Strategy;System Soft;0;0;1;0;1
16269;Kurogane Kaikitan;PSV;2015;Adventure;Minato Station;0;0;1;0;1
16270;Starry ? Sky: After Autumn;PSP;2011;Misc;Aqua Plus;0;0;1;0;1
16271;Dokuro;PSV;2012;Action;GungHo;0;0;1;0;1
16272;Slide Adventure: Mag Kid;DS;2007;Action;Nintendo;0;0;1;0;1
16273;Smuggler's Run;GBA;2002;Racing;Rebellion;1;0;0;0;1
16274;The Humans: Meet the Ancestors!;DS;2009;Puzzle;Deep Silver;1;0;0;0;1
16278;Jan Sangoku Musou;PS2;2006;Misc;Tecmo Koei;0;0;1;0;1
16280;Kono Aozora ni Yakusoku o: Melody of the Sun and Sea;PS2;2007;Adventure;Alchemist;0;0;1;0;1
16281;Monster Bomber;DS;2006;Puzzle;505 Games;1;0;0;0;1
16282;Rakushou! Pachi-Slot Sengen 6: Rio 2 Cruising Vanadis;PS2;2009;Misc;Tecmo Koei;0;0;1;0;1
16283;Fatal Fury: Battle Archives Volume 1 (JP sales);PS2;2006;Fighting;Ignition Entertainment;0;0;1;0;1
16284;CT Special Forces 2: Back in the Trenches;GBA;2003;Shooter;LSP Games;1;0;0;0;1
16285;Kamaitachi no Yoru 2: Tokubetsu Hen;PSP;2006;Adventure;ChunSoft;0;0;1;0;1
16288;Root Double: Before Crime After Days;X360;2012;Action;Yeti;0;0;1;0;1
16290;TimeShift;PC;2007;Shooter;Vivendi Games;1;0;0;0;1
16291;ef - a fairy tale of the two.;PS2;2010;Adventure;Comfort;0;0;1;0;1
16293;Sangoku Koi Senki: Omoide Gaeshi - CS Edition;PSV;2016;Adventure;Prototype;0;0;1;0;1
16294;FairlyLife: MiracleDays;PSP;2010;Adventure;Piacci;0;0;1;0;1
16295;Surf's Up;GC;2007;Sports;Ubisoft;1;0;0;0;1
16296;Jambo! Safari Animal Rescue;DS;2009;Simulation;Sega;1;0;0;0;1
16297;Death Connection Portable;PSP;2011;Adventure;Idea Factory;0;0;1;0;1
16298;Rainbow Islands: Revolution;PSP;2005;Action;Rising Star Games;1;0;0;0;1
16300;Rakushou! Pachi-Slot Sengen 4;PS2;2006;Misc;Tecmo Koei;0;0;1;0;1
16301;Nitroplus Blasterz: Heroines Infinite Duel;PS3;2015;Fighting;Nitroplus;0;0;1;0;1
16302;Moe Moe 2-Ji Daisenryaku 2;PSP;2010;Strategy;System Soft;0;0;1;0;1
16303;Tsuyo Kiss 3 Portable;PSP;2012;Action;NetRevo;0;0;1;0;1
16306;Durarara!! Relay;PSV;2015;Action;Kadokawa Games;0;0;1;0;1
16307;Moto Racer Advance;GBA;2002;Racing;Ubisoft;1;0;0;0;1
16308;Duel Masters: Shadow of the Code;GBA;2004;Misc;Atari;1;0;0;0;1
16311;Army Men: Air Combat - The Elite Missions;GC;2003;Shooter;3DO;1;0;0;0;1
16312;Rally Championship;GC;2003;Racing;SCi;1;0;0;0;1
16313;Happy Dance Collection;Wii;2008;Misc;Namco Bandai Games;0;0;1;0;1
16315;Fuun Shinsengumi Bakumatsuden Portable;PSP;2009;Action;From Software;1;0;0;0;1
16316;Musou Tourou;PSP;2009;Strategy;Nippon Ichi Software;0;0;1;0;1
16317;Really? Really! DS;DS;2009;Adventure;Kadokawa Shoten;0;0;1;0;1
16318;Gakuen Hetalia;DS;2012;Adventure;Idea Factory;0;0;1;0;1
16319;Daiya no Kuni no Alice: Wonderful Mirror World;PSP;2013;Adventure;Quinrose;0;0;1;0;1
16320;Touch Detective 3: Does Funghi Dream of Bananas?;3DS;2014;Adventure;Success;0;0;1;0;1
16321;Dungeon Explorer: Warriors of Ancient Arts;PSP;2007;Role-Playing;Rising Star Games;1;0;0;0;1
16322;Period Cube: Torikago no Amadeus;PSV;2016;Action;Idea Factory;0;0;1;0;1
16323;Tringo;GBA;2006;Puzzle;Liquid Games;1;0;0;0;1
16324;Jam Sessions: Sing and Play Guitar (jp sales);DS;2007;Misc;Ubisoft;0;0;1;0;1
16325;Binary Star;PSV;2014;Adventure;Idea Factory;0;0;1;0;1
16328;RalliSport Challenge(JP sales);XB;2002;Racing;Microsoft Game Studios;0;0;1;0;1
16194;Homeworld Remastered Collection;PC;N/A;Strategy;N/A;0;1;0;0;1
16329;Dragon Quest X: All in One Package;WiiU;2015;Role-Playing;Square Enix;0;0;1;0;1
16332;Element Hunter;DS;2009;Role-Playing;Namco Bandai Games;0;0;1;0;1
16197;Shorts;DS;N/A;Platform;Unknown;1;0;0;0;1
16333;Ultraman Fighting Evolution 3;PS2;2004;Fighting;Banpresto;0;0;1;0;1
16334;Rondo of Swords (jp sales);DS;2007;Role-Playing;Success;0;0;1;0;1
16335;The Eye of Judgment: Legends;PSP;2010;Strategy;Sony Computer Entertainment;0;0;1;0;1
16201;AKB1/48: Idol to Guam de Koishitara...;X360;N/A;Misc;N/A;0;0;1;0;1
16337;Greg Hastings' Tournament Paintball Max'd;PS2;2006;Shooter;Activision;1;0;0;0;1
16338;Whac-A-Mole;GBA;2005;Puzzle;Zoo Digital Publishing;1;0;0;0;1
16339;Nakayoshi All-Stars: Mezase Gakuen Idol;DS;2008;Misc;Creative Core;0;0;1;0;1
16340;Shinseiki Evangelion: Koutetsu no Girlfriend Tokubetsu-Hen Portable;PSP;2009;Adventure;CyberFront;0;0;1;0;1
16341;Fullmetal Alchemist: Prince of the Dawn;Wii;2009;Adventure;Square Enix;0;0;1;0;1
16343;Grooverider: Slot Car Thunder;GC;2003;Racing;Encore;1;0;0;0;1
16344;H2O+: Footprints in the Sand;PS2;2008;Adventure;Kadokawa Shoten;0;0;1;0;1
16345;Fashionable Puppy: Oshare na Koinu DS;DS;2007;Simulation;MTO;0;0;1;0;1
16346;Sekirei: Mirai Kara no Okurimono;PS2;2009;Adventure;Alchemist;0;0;1;0;1
16348;Ultimate Board Game Collection;PS2;2006;Misc;Xplosiv;1;0;0;0;1
16349;Dinotopia: The Sunstone Odyssey;XB;2003;Action;TDK Mediactive;1;0;0;0;1
16350;Idol Janshi Suchie-Pai IV;PS2;2007;Misc;Jaleco;0;0;1;0;1
16351;Dungeons & Dragons: Neverwinter Nights - Complete;PC;2011;Misc;Atari;1;0;0;0;1
16352;Natsuzora no Monologue;PSP;2013;Adventure;Otomate;0;0;1;0;1
16353;Kenka Banchou Portable;PSP;2009;Action;Spike;0;0;1;0;1
16357;Monster Jam;PC;2007;Racing;Activision;1;0;0;0;1
16360;Mario vs. Donkey Kong: Tipping Stars;WiiU;2015;Puzzle;Nintendo;0;0;1;0;1
16361;Ishin Renka: Ryouma Gaiden;PSP;2010;Adventure;D3Publisher;0;0;1;0;1
16362;NHL 2K7;XB;2006;Sports;Take-Two Interactive;1;0;0;0;1
16363;Shirahana no Ori: Hiiro no Kakera 4 - Shiki no Uta;PSP;2013;Adventure;Idea Factory;0;0;1;0;1
16365;Powerdrome;XB;2004;Racing;Evolved Games;1;0;0;0;1
16368;Survivor;Wii;2010;Adventure;Valcon Games;1;0;0;0;1
16370;Dance with Devils;PSV;2016;Action;N/A;0;0;1;0;1
16371;Wand of Fortune;PS2;2009;Adventure;Idea Factory;0;0;1;0;1
16372;Arabians Lost: The Engagement on Desert;PSP;2012;Adventure;Quinrose;0;0;1;0;1
16374;S.Y.K: Shinsetsu Saiyuuki Portable;PSP;2010;Adventure;Idea Factory;0;0;1;0;1
16376;Meru Purana;PS;1996;Strategy;Gust;0;0;1;0;1
16377;Cross Edge Dash;X360;2009;Role-Playing;Compile Heart;0;0;1;0;1
